codigo_anvisa,registro,nome,cnpj,razao_social
729968,105830783,Alopurinol,45992062000165,GERMED FARMACEUTICA LTDA
471292,105830528,Amoxicilina,45992062000165,GERMED FARMACEUTICA LTDA
675649,105830691,Atorvastatina cálcica,45992062000165,GERMED FARMACEUTICA LTDA
401436,105830226,BALSAMO BENGUE,45992062000165,GERMED FARMACEUTICA LTDA
137550,105830107,BELADONA+CARBONATO DE CALCIO+TRISSILICATO DE MAGNESIO+DIMETICONA+HIDROXIDO DE ALUMINIO,45992062000165,GERMED FARMACEUTICA LTDA
413745,105830112,BENECTRIN,45992062000165,GERMED FARMACEUTICA LTDA
360200,105830114,BENEVRAN,45992062000165,GERMED FARMACEUTICA LTDA
562937,105830603,BENZOILMETRONIDAZOL + NISTATINA + CLORETO DE BENZALCONIO,45992062000165,GERMED FARMACEUTICA LTDA
1286817,105830945,BESILATO DE ANLODIPINO + LOSARTANA POTÁSSICA,45992062000165,GERMED FARMACEUTICA LTDA
364906,105830339,BETAMETASONA,45992062000165,GERMED FARMACEUTICA LTDA
362601,105830311,BETAMETASONA,45992062000165,GERMED FARMACEUTICA LTDA
527793,105830580,BETAMETASONA,45992062000165,GERMED FARMACEUTICA LTDA
349460,105830324,BEZAFIBRATO,45992062000165,GERMED FARMACEUTICA LTDA
1666561,105830987,BIANCORT,45992062000165,GERMED FARMACEUTICA LTDA
558838,105830703,BIANCORT,45992062000165,GERMED FARMACEUTICA LTDA
487210,105830549,BIOFLEX,45992062000165,GERMED FARMACEUTICA LTDA
419587,105830102,BISMU-JET,45992062000165,GERMED FARMACEUTICA LTDA
367138,105830341,BROMAZEPAM,45992062000165,GERMED FARMACEUTICA LTDA
1136582,105830838,BROMAZEPAM,45992062000165,GERMED FARMACEUTICA LTDA
813878,105830757,BROMEPINA,45992062000165,GERMED FARMACEUTICA LTDA
803870,105830756,BROMETO DE PINAVÉRIO,45992062000165,GERMED FARMACEUTICA LTDA
515710,105830563,BROMIDRATO DE CITALOPRAM,45992062000165,GERMED FARMACEUTICA LTDA
337553,105830302,BROMIDRATO DE FENOTEROL,45992062000165,GERMED FARMACEUTICA LTDA
409645,105830426,BROMIDRATO DE FENOTEROL,45992062000165,GERMED FARMACEUTICA LTDA
1115317,105830804,BROMIDRATO DE GALANTAMINA,45992062000165,GERMED FARMACEUTICA LTDA
145257,105830471,BROMIL,45992062000165,GERMED FARMACEUTICA LTDA
6647,105830229,BROMIL GRIPE,45992062000165,GERMED FARMACEUTICA LTDA
409738,105830435,BROMOPRIDA,45992062000165,GERMED FARMACEUTICA LTDA
487048,105830548,BRONCOCLIN,45992062000165,GERMED FARMACEUTICA LTDA
577917,105830613,BRONCOVENT,45992062000165,GERMED FARMACEUTICA LTDA
366539,105830064,BRONQUITÓS,45992062000165,GERMED FARMACEUTICA LTDA
500807,105830579,BRONXINA,45992062000165,GERMED FARMACEUTICA LTDA
381425,105830372,BUTILBROMETO DE ESCOPALAMINA,45992062000165,GERMED FARMACEUTICA LTDA
565612,105830646,Bimatoprosta,45992062000165,GERMED FARMACEUTICA LTDA
739110,105830719,Bissulfato de clopidogrel,45992062000165,GERMED FARMACEUTICA LTDA
1119830,105830808,CABERGOLINA,45992062000165,GERMED FARMACEUTICA LTDA
3682167,105831042,CANDECOR HCT,45992062000165,GERMED FARMACEUTICA LTDA
802556,105830767,CANDEMED,45992062000165,GERMED FARMACEUTICA LTDA
938576,105830774,CANDEMED HCT,45992062000165,GERMED FARMACEUTICA LTDA
801506,105830766,CANDESARTANA CILEXETILA,45992062000165,GERMED FARMACEUTICA LTDA
518832,105830591,CANDIGRAN,45992062000165,GERMED FARMACEUTICA LTDA
699413,105830709,CAPINSON,45992062000165,GERMED FARMACEUTICA LTDA
169718,105830265,CAPTOPRIL,45992062000165,GERMED FARMACEUTICA LTDA
277590,105830280,CAPTOPRIL + HIDROCLOROTIAZIDA,45992062000165,GERMED FARMACEUTICA LTDA
1158168,105830959,CAPY,45992062000165,GERMED FARMACEUTICA LTDA
279544,105830283,CARBAMAZEPINA,45992062000165,GERMED FARMACEUTICA LTDA
390692,105830400,CARBOCISTEÍNA,45992062000165,GERMED FARMACEUTICA LTDA
430262,105830492,CARBOCISTEÍNA,45992062000165,GERMED FARMACEUTICA LTDA
498861,105830550,CARBOCISTEÍNA,45992062000165,GERMED FARMACEUTICA LTDA
410189,105830483,CARDIO AAS ENTÉRICO,45992062000165,GERMED FARMACEUTICA LTDA
358,105830240,CARDIOAAS,45992062000165,GERMED FARMACEUTICA LTDA
667081,105830751,CARVEDILOL,45992062000165,GERMED FARMACEUTICA LTDA
375035,105830386,CEFACLOR,45992062000165,GERMED FARMACEUTICA LTDA
403064,105830417,CEFALEXINA,45992062000165,GERMED FARMACEUTICA LTDA
670797,105830777,CEFALEXINA MONOIDRATADA,45992062000165,GERMED FARMACEUTICA LTDA
1264997,105830930,CEFTFENPRO LP,45992062000165,GERMED FARMACEUTICA LTDA
434919,105830080,CELLAFORT,45992062000165,GERMED FARMACEUTICA LTDA
1569,105830059,CELOCORTIN,45992062000165,GERMED FARMACEUTICA LTDA
1252040,105830956,CETOCONAZOL,45992062000165,GERMED FARMACEUTICA LTDA
364466,105830320,CETOCONAZOL,45992062000165,GERMED FARMACEUTICA LTDA
419151,105830470,CETOCONAZOL,45992062000165,GERMED FARMACEUTICA LTDA
1158454,105830892,CETOCONAZOL,45992062000165,GERMED FARMACEUTICA LTDA
415061,105830465,CETOCONAZOL + DIPROPIONATO DE BETAMETASONA,45992062000165,GERMED FARMACEUTICA LTDA
333263,105830292,CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA,45992062000165,GERMED FARMACEUTICA LTDA
333282,105830293,CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA,45992062000165,GERMED FARMACEUTICA LTDA
3553810,105831022,CETOCONAZOL+DIPROPIONATO DE BETAMETASONA+SULFATO DE NEOMICINA,45992062000165,GERMED FARMACEUTICA LTDA
335400,105830294,CETOPROFENO,45992062000165,GERMED FARMACEUTICA LTDA
395367,105830391,CETOPROFENO,45992062000165,GERMED FARMACEUTICA LTDA
598495,105830680,CICATENOL,45992062000165,GERMED FARMACEUTICA LTDA
612371,105830628,CICLOPIROX OLAMINA,45992062000165,GERMED FARMACEUTICA LTDA
621460,105830643,CICLOPIROX OLAMINA,45992062000165,GERMED FARMACEUTICA LTDA
1863,105830234,CICLOSPORINA,45992062000165,GERMED FARMACEUTICA LTDA
165021,105830262,CICLOSPORINA,45992062000165,GERMED FARMACEUTICA LTDA
595309,105830611,CIPROCILIN,45992062000165,GERMED FARMACEUTICA LTDA
535006,105830677,CITAGRAN,45992062000165,GERMED FARMACEUTICA LTDA
395893,105830389,CITRATO DE ORFENADRINA + DIPIRONA SÓDICA + CAFEÍNA,45992062000165,GERMED FARMACEUTICA LTDA
668538,105830684,CITRATO DE SILDENAFILA,45992062000165,GERMED FARMACEUTICA LTDA
2030,105830156,CITRATO DE TAMOXIFENO,45992062000165,GERMED FARMACEUTICA LTDA
1279558,105830941,CLAZI XR,45992062000165,GERMED FARMACEUTICA LTDA
536093,105830589,CLONAZEPAM,45992062000165,GERMED FARMACEUTICA LTDA
739122,105830718,CLOPIPLAX,45992062000165,GERMED FARMACEUTICA LTDA
415058,105830476,CLORASEPTIC,45992062000165,GERMED FARMACEUTICA LTDA
354984,105830344,CLORIDRATO DE AMILORIDA + HIDROCLOROTIAZIDA,45992062000165,GERMED FARMACEUTICA LTDA
529192,105830582,CLORIDRATO DE AMITRIPTILINA,45992062000165,GERMED FARMACEUTICA LTDA
734478,105830762,CLORIDRATO DE AMOROLFINA,45992062000165,GERMED FARMACEUTICA LTDA
396296,105830405,CLORIDRATO DE ANFEPRAMONA,45992062000165,GERMED FARMACEUTICA LTDA
395901,105830395,CLORIDRATO DE ANFEPRAMONA,45992062000165,GERMED FARMACEUTICA LTDA
529194,105830583,CLORIDRATO DE BROMEXINA,45992062000165,GERMED FARMACEUTICA LTDA
479736,105830525,CLORIDRATO DE BROMEXINA,45992062000165,GERMED FARMACEUTICA LTDA
680951,105830734,CLORIDRATO DE BUPROPIONA,45992062000165,GERMED FARMACEUTICA LTDA
1248630,105830938,CLORIDRATO DE BUPROPIONA,45992062000165,GERMED FARMACEUTICA LTDA
568088,105830615,CLORIDRATO DE CIPROFLOXACINO,45992062000165,GERMED FARMACEUTICA LTDA
432435,105830505,CLORIDRATO DE CLINDAMICINA,45992062000165,GERMED FARMACEUTICA LTDA
520591,105830567,CLORIDRATO DE CLOBUTINOL + SUCCINATO DE DOXILAMINA,45992062000165,GERMED FARMACEUTICA LTDA
342369,105830354,CLORIDRATO DE CLOMIPRAMINA,45992062000165,GERMED FARMACEUTICA LTDA
406287,105830424,CLORIDRATO DE DOBUTAMINA,45992062000165,GERMED FARMACEUTICA LTDA
333514,105830301,CLORIDRATO DE DOXICICLINA,45992062000165,GERMED FARMACEUTICA LTDA
846028,105830765,CLORIDRATO DE DULOXETINA,45992062000165,GERMED FARMACEUTICA LTDA
388273,105830408,CLORIDRATO DE FENOXAZOLINA,45992062000165,GERMED FARMACEUTICA LTDA
515544,105830561,CLORIDRATO DE GRANISETRONA,45992062000165,GERMED FARMACEUTICA LTDA
365351,105830329,CLORIDRATO DE METFORMINA,45992062000165,GERMED FARMACEUTICA LTDA
385002,105830374,CLORIDRATO DE METOCLOPRAMIDA,45992062000165,GERMED FARMACEUTICA LTDA
488190,105830533,CLORIDRATO DE METOCLOPRAMIDA,45992062000165,GERMED FARMACEUTICA LTDA
727552,105830744,CLORIDRATO DE MOXIFLOXACINO,45992062000165,GERMED FARMACEUTICA LTDA
692239,105830706,CLORIDRATO DE NARATRIPTANA,45992062000165,GERMED FARMACEUTICA LTDA
421952,105830494,CLORIDRATO DE ONDANSETRONA,45992062000165,GERMED FARMACEUTICA LTDA
428815,105830490,CLORIDRATO DE OXIBUTININA,45992062000165,GERMED FARMACEUTICA LTDA
417588,105830467,CLORIDRATO DE OXIMETAZOLINA,45992062000165,GERMED FARMACEUTICA LTDA
634121,105830660,CLORIDRATO DE PAROXETINA,45992062000165,GERMED FARMACEUTICA LTDA
664377,105830716,CLORIDRATO DE PIOGLITAZONA,45992062000165,GERMED FARMACEUTICA LTDA
506837,105830556,CLORIDRATO DE PROMETAZINA,45992062000165,GERMED FARMACEUTICA LTDA
488194,105830534,CLORIDRATO DE RANITIDINA,45992062000165,GERMED FARMACEUTICA LTDA
1139296,105830846,CLORIDRATO DE RANITIDINA,45992062000165,GERMED FARMACEUTICA LTDA
409666,105830434,CLORIDRATO DE SERTRALINA (Port. 344/98 - Lista-C1),45992062000165,GERMED FARMACEUTICA LTDA
526293,105830574,CLORIDRATO DE SIBUTRAMINA,45992062000165,GERMED FARMACEUTICA LTDA
474755,105830521,CLORIDRATO DE TERBINAFINA,45992062000165,GERMED FARMACEUTICA LTDA
2935,105830134,CLORIDRATO DE TIAMINA + CLORIDRATO DE PIRIDOXINA + ASSOC.,45992062000165,GERMED FARMACEUTICA LTDA
365160,105830325,CLORIDRATO DE TICLOPIDINA,45992062000165,GERMED FARMACEUTICA LTDA
277588,105830279,CLORIDRATO DE TRAMADOL,45992062000165,GERMED FARMACEUTICA LTDA
492458,105830539,CLORIDRATO DE TRAMADOL (PORT 344/98 - LISTA A2),45992062000165,GERMED FARMACEUTICA LTDA
506662,105830554,CLORIDRATO DE TRAMADOL 50 MG/ML,45992062000165,GERMED FARMACEUTICA LTDA
1107435,105830789,CLORIDRATO DE TRAZODONA,45992062000165,GERMED FARMACEUTICA LTDA
536118,105830590,CLORIDRATO DE VENLAFAXINA,45992062000165,GERMED FARMACEUTICA LTDA
277585,105830343,CLORIDRATO DE VERAPAMIL,45992062000165,GERMED FARMACEUTICA LTDA
913996,105830772,CLORIDRATO DE ZIPRASIDONA,45992062000165,GERMED FARMACEUTICA LTDA
274005,105830282,CLORTALIDONA,45992062000165,GERMED FARMACEUTICA LTDA
361225,105830020,COBAGLOBAL,45992062000165,GERMED FARMACEUTICA LTDA
609198,105830694,COLEVACOL,45992062000165,GERMED FARMACEUTICA LTDA
600229,105830117,COLÍRIO LEGRAND,45992062000165,GERMED FARMACEUTICA LTDA
424064,105830127,CONTILEN,45992062000165,GERMED FARMACEUTICA LTDA
204,105830220,CONTRACEP,45992062000165,GERMED FARMACEUTICA LTDA
692240,105830708,COSARTAN,45992062000165,GERMED FARMACEUTICA LTDA
1137624,105830845,COSARTAN,45992062000165,GERMED FARMACEUTICA LTDA
845392,105830771,COSARTAN ALP,45992062000165,GERMED FARMACEUTICA LTDA
1201432,105830913,COSARTAN HCT,45992062000165,GERMED FARMACEUTICA LTDA
748459,105830749,COSARTAN HCT,45992062000165,GERMED FARMACEUTICA LTDA
2788162,105831000,COXETO,45992062000165,GERMED FARMACEUTICA LTDA
612255,105830651,Cloridrato de Ciclobenzaprina,45992062000165,GERMED FARMACEUTICA LTDA
408228,105830427,Cloridrato de Ciprofloxacino,45992062000165,GERMED FARMACEUTICA LTDA
482998,105830530,Cloridrato de Ciprofloxacino,45992062000165,GERMED FARMACEUTICA LTDA
384673,105830383,Cloridrato de Fluoxetina,45992062000165,GERMED FARMACEUTICA LTDA
382629,105830382,Clotrimazol,45992062000165,GERMED FARMACEUTICA LTDA
476372,105830519,Clotrimazol,45992062000165,GERMED FARMACEUTICA LTDA
273683,105830180,DAFORIN,45992062000165,GERMED FARMACEUTICA LTDA
625105,105830655,DEEPLIN,45992062000165,GERMED FARMACEUTICA LTDA
169895,105830268,DEFLAIMMUN,45992062000165,GERMED FARMACEUTICA LTDA
382227,105830381,DEFLAZACORTE,45992062000165,GERMED FARMACEUTICA LTDA
137592,105830173,DEPOSTERON,45992062000165,GERMED FARMACEUTICA LTDA
172942,105830015,DERMATISAN,45992062000165,GERMED FARMACEUTICA LTDA
510948,105830585,DERMATOL,45992062000165,GERMED FARMACEUTICA LTDA
641089,105830678,DERMAZELAIC,45992062000165,GERMED FARMACEUTICA LTDA
284658,105830104,DERMOBENE,45992062000165,GERMED FARMACEUTICA LTDA
578195,105830633,DESLORATADINA,45992062000165,GERMED FARMACEUTICA LTDA
368752,105830367,DESONIDA,45992062000165,GERMED FARMACEUTICA LTDA
394183,105830413,DESONIDA,45992062000165,GERMED FARMACEUTICA LTDA
394156,105830392,DESONIDA,45992062000165,GERMED FARMACEUTICA LTDA
393672,105830398,DESONIDA,45992062000165,GERMED FARMACEUTICA LTDA
374515,105830368,DEXAMETASONA,45992062000165,GERMED FARMACEUTICA LTDA
284663,105830169,DEXANEURIN,45992062000165,GERMED FARMACEUTICA LTDA
375550,105830174,DEXFENFLURAMINA (PORT 28/86),45992062000165,GERMED FARMACEUTICA LTDA
1354771,105830967,DIABEMED,45992062000165,GERMED FARMACEUTICA LTDA
615396,105830666,DIABEMED,45992062000165,GERMED FARMACEUTICA LTDA
695198,105830728,DIAGLINIDA,45992062000165,GERMED FARMACEUTICA LTDA
4129,105830183,DIALUDON,45992062000165,GERMED FARMACEUTICA LTDA
139995,105830272,DIAZEFAST,45992062000165,GERMED FARMACEUTICA LTDA
738125,105830713,DIAZEPAM,45992062000165,GERMED FARMACEUTICA LTDA
3307,105830231,DIAZEPAM (Port. 344 - Lista B1),45992062000165,GERMED FARMACEUTICA LTDA
68367,105830249,DIAZEPAM NQ,45992062000165,GERMED FARMACEUTICA LTDA
371227,105830363,DICLOFENACO COLESTIRAMINA,45992062000165,GERMED FARMACEUTICA LTDA
365240,105830327,DICLOFENACO RESINATO,45992062000165,GERMED FARMACEUTICA LTDA
568676,105830626,DICLOFENACO SÓDICO,45992062000165,GERMED FARMACEUTICA LTDA
420569,105830475,DICLOFENACO SÓDICO,45992062000165,GERMED FARMACEUTICA LTDA
699742,105830736,DICLOFENACO SÓDICO,45992062000165,GERMED FARMACEUTICA LTDA
853625,105830760,DICLORIDRATO DE PRAMIPEXOL,45992062000165,GERMED FARMACEUTICA LTDA
3485,105830217,DIDANOSINA (PORT 344/98 L PUBLIQUEI NO DOU 24/08 COMO P27/86,45992062000165,GERMED FARMACEUTICA LTDA
1106403,105830988,DIENOGESTE,45992062000165,GERMED FARMACEUTICA LTDA
1299,105830178,DIGECAP ZIMÁTICO,45992062000165,GERMED FARMACEUTICA LTDA
526294,105830575,DIGOXINA,45992062000165,GERMED FARMACEUTICA LTDA
279556,105830300,DIMETICONA,45992062000165,GERMED FARMACEUTICA LTDA
352511,105830322,DIMETICONA,45992062000165,GERMED FARMACEUTICA LTDA
423922,105830497,DIPIRONA MONOIDRATADA,45992062000165,GERMED FARMACEUTICA LTDA
422238,105830496,DIPIRONA SÓDICA,45992062000165,GERMED FARMACEUTICA LTDA
425826,105830489,DIPIRONA SÓDICA,45992062000165,GERMED FARMACEUTICA LTDA
526309,105830578,DIPIRONA SÓDICA + CLORIDRATO DE ISOMETEPTENO + CAFEÍNA,45992062000165,GERMED FARMACEUTICA LTDA
408914,105830436,DIPROPIONATO DE BETAMETASONA,45992062000165,GERMED FARMACEUTICA LTDA
385003,105830379,DIPROPIONATO DE BETAMETASONA,45992062000165,GERMED FARMACEUTICA LTDA
496203,105830545,DIPROPIONATO DE BETAMETASONA,45992062000165,GERMED FARMACEUTICA LTDA
517069,105830565,DIPROPIONATO DE BETAMETASONA + ÁCIDO SALICÍLICO,45992062000165,GERMED FARMACEUTICA LTDA
401418,105830420,DIPROPIONATO DE BETAMETASONA + ÁCIDO SALICÍLICO,45992062000165,GERMED FARMACEUTICA LTDA
7010,105830075,DORICAL KIDS,45992062000165,GERMED FARMACEUTICA LTDA
382727,105830370,DORILEN,45992062000165,GERMED FARMACEUTICA LTDA
513907,105830584,DORYDRIN,45992062000165,GERMED FARMACEUTICA LTDA
567449,105830683,DOTYNOL AP,45992062000165,GERMED FARMACEUTICA LTDA
2797,105830182,DOXAL,45992062000165,GERMED FARMACEUTICA LTDA
3767,105830153,DOXIMICINA,45992062000165,GERMED FARMACEUTICA LTDA
576955,105830654,DRENATAN,45992062000165,GERMED FARMACEUTICA LTDA
892786,105830779,DROSPIRENONA+ETINILESTRADIOL,45992062000165,GERMED FARMACEUTICA LTDA
720296,105830738,DROSPIRENONA+ETINILESTRADIOL,45992062000165,GERMED FARMACEUTICA LTDA
709695,105830704,DROXY,45992062000165,GERMED FARMACEUTICA LTDA
588027,105830667,Desloratadina,45992062000165,GERMED FARMACEUTICA LTDA
536091,105830588,Dimeticona,45992062000165,GERMED FARMACEUTICA LTDA
395882,105830418,Dimeticona + Metilbrometo de homatropina,45992062000165,GERMED FARMACEUTICA LTDA
337239,105830299,Dinitrato de Isossorbida,45992062000165,GERMED FARMACEUTICA LTDA
1329033,105830955,Divalproato de sódio,45992062000165,GERMED FARMACEUTICA LTDA
68338,105830250,E-TABS,45992062000165,GERMED FARMACEUTICA LTDA
1010510,105831004,EMILY,45992062000165,GERMED FARMACEUTICA LTDA
3585749,105831026,EMPAFLO,45992062000165,GERMED FARMACEUTICA LTDA
699745,105830710,ENTACAPONA,45992062000165,GERMED FARMACEUTICA LTDA
618677,105830695,EPIZETOL,45992062000165,GERMED FARMACEUTICA LTDA
791338,105830758,ESOMEPRAZOL MAGNESIO,45992062000165,GERMED FARMACEUTICA LTDA
168768,105830270,ESPASMO FLATOL,45992062000165,GERMED FARMACEUTICA LTDA
281417,105830285,ESPIRONOLACTONA,45992062000165,GERMED FARMACEUTICA LTDA
3902,105830230,ESTRADELLE,45992062000165,GERMED FARMACEUTICA LTDA
971855,105830781,ESTRADIOL+ACETATO DE NORETISTERONA,45992062000165,GERMED FARMACEUTICA LTDA
1645342,105830986,EUTYMIA XL,45992062000165,GERMED FARMACEUTICA LTDA
374940,105830714,EXPEC,45992062000165,GERMED FARMACEUTICA LTDA
335222,105830067,EXPECTAMIN,45992062000165,GERMED FARMACEUTICA LTDA
899455,105830785,EZET,45992062000165,GERMED FARMACEUTICA LTDA
898821,105830786,EZETIMIBA,45992062000165,GERMED FARMACEUTICA LTDA
930770,105830814,EZETIMIBA+SINVASTATINA,45992062000165,GERMED FARMACEUTICA LTDA
1557055,105830984,FAXXA,45992062000165,GERMED FARMACEUTICA LTDA
4124,105830177,FENITOINA,45992062000165,GERMED FARMACEUTICA LTDA
924991,105830784,FENOSUPREX,45992062000165,GERMED FARMACEUTICA LTDA
70423,105830137,FENOXIMETILPERNICILINA POTASSICA,45992062000165,GERMED FARMACEUTICA LTDA
557512,105830600,FENTANOLAX,45992062000165,GERMED FARMACEUTICA LTDA
901198,105830778,FIBRATA,45992062000165,GERMED FARMACEUTICA LTDA
337056,105830296,FINASTERIDA,45992062000165,GERMED FARMACEUTICA LTDA
337046,105830297,FINASTERIDA,45992062000165,GERMED FARMACEUTICA LTDA
4198,105830145,FINASTIL,45992062000165,GERMED FARMACEUTICA LTDA
4211,105830193,FITOMENADIONA,45992062000165,GERMED FARMACEUTICA LTDA
1499895,105830979,FIXENATO,45992062000165,GERMED FARMACEUTICA LTDA
173144,105830271,FK SIGMA,45992062000165,GERMED FARMACEUTICA LTDA
3563,105830095,FLATOL MAX,45992062000165,GERMED FARMACEUTICA LTDA
333506,105830295,FLUCONAZOL,45992062000165,GERMED FARMACEUTICA LTDA
482994,105830529,FLUOCINOLONA ACETONIDA + SULFATO DE NEOMICINA + SULFATO DE POLIMIXINA B + CLORIDRATO DE LIDOCAÍNA,45992062000165,GERMED FARMACEUTICA LTDA
394905,105830410,FOSFATO DE CLINDAMICINA,45992062000165,GERMED FARMACEUTICA LTDA
396202,105830403,FOSFATO DE CLINDAMICINA,45992062000165,GERMED FARMACEUTICA LTDA
419208,105830462,FOSFATO DE CLINDAMICINA,45992062000165,GERMED FARMACEUTICA LTDA
665490,105830720,FOSFATO SÓDICO DE PREDNISOLONA,45992062000165,GERMED FARMACEUTICA LTDA
273762,105830176,FOSFOCAPS,45992062000165,GERMED FARMACEUTICA LTDA
575212,105830653,FOSLAMER,45992062000165,GERMED FARMACEUTICA LTDA
539216,105830592,FUMARATO DE BISOPROLOL,45992062000165,GERMED FARMACEUTICA LTDA
351872,105830338,FUMARATO DE CETOTIFENO,45992062000165,GERMED FARMACEUTICA LTDA
365169,105830326,FUMARATO DE CETOTIFENO,45992062000165,GERMED FARMACEUTICA LTDA
664973,105830725,FUMARATO DE QUETIAPINA,45992062000165,GERMED FARMACEUTICA LTDA
422705,105830484,FUROATO DE MOMETASONA,45992062000165,GERMED FARMACEUTICA LTDA
423281,105830485,FUROATO DE MOMETASONA,45992062000165,GERMED FARMACEUTICA LTDA
487240,105830126,FURSEMIDA,45992062000165,GERMED FARMACEUTICA LTDA
586161,105830637,Fenofibrato Micronizado,45992062000165,GERMED FARMACEUTICA LTDA
409659,105830432,GABAPENTINA,45992062000165,GERMED FARMACEUTICA LTDA
611270,105830661,GABAPENTINA,45992062000165,GERMED FARMACEUTICA LTDA
365443,105830334,GENFIBROZILA,45992062000165,GERMED FARMACEUTICA LTDA
4502,105830098,GENTAGRAN,45992062000165,GERMED FARMACEUTICA LTDA
4521,105830094,GESTODENONO + ETINILES,45992062000165,GERMED FARMACEUTICA LTDA
575977,105830676,GLAMIGAN,45992062000165,GERMED FARMACEUTICA LTDA
1143579,105830870,GLAMIGAN,45992062000165,GERMED FARMACEUTICA LTDA
1303900,105830993,GLAMIGAN MT,45992062000165,GERMED FARMACEUTICA LTDA
