ANO,PRINCÍPIO ATIVO,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 17%,PF 17% ALC,PF 17% ZONA FRANCA DE MANAUS,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 19%,PF 20%,PF 21%,PF 22%,RESTRIÇÃO HOSPITALAR,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),ÚLTIMA ALTERAÇÃO,COMERCIALIZAÇÃO 2017,TARJA
2018,ACARBOSE,18.459.628/0001-15,BAYER S.A.,538912050014313,1705600740091,7891106001748,,,GLUCOBAY,100 MG COM CT BL AL/AL X 30,A10L0 - ANTIDIABÉTICOS INIBIDORES ALFA-GLUCOSIDASE,Biológicos,,,"43,2","49,09","52,05","52,05",,"52,36","52,36","52,68","52,68",,54,,,Não,Não,Não,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACARBOSE,00.923.140/0001-31,EMS SIGMA PHARMA LTDA,531613702117411,1356900350032,7894916503754,,,AGLUCOSE,50 MG COM CT 3 BL AL PVDC LEIT X 10,A10L0 - ANTIDIABÉTICOS INIBIDORES ALFA-GLUCOSIDASE,Biológicos,,,"18,23","20,71","21,96","21,96",,"22,1","22,1","22,23","22,23",,"22,79",,,Não,Não,Não,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACARBOSE,18.459.628/0001-15,BAYER S.A.,538912050014213,1705600740073,7891106001731,,,GLUCOBAY,50 MG COM CT BL AL/AL X 30,A10L0 - ANTIDIABÉTICOS INIBIDORES ALFA-GLUCOSIDASE,Biológicos,,,"28,94","32,88","34,86","34,86",,"35,08","35,08","35,29","35,29",,"36,17",,,Não,Não,Não,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACEBROFILINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508013120101205,1004310860022,7891317485153,,,FILINAR G,5 MG/ML GEL OR CT FR PLAS INC X 120ML + COL MED,R05C0 - EXPECTORANTES,Novo (Referência),,,"12,19","13,85","14,68","14,68",,"14,77","14,77","14,86","14,86",,"15,23",,,Não,Não,Não,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACECLOFENACO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508011302116319,1004308170030,7891317411923,,,PROFLAM,100 MG COM REV CT BL AL/AL X 12,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS,Novo (Referência),,,"31,02","35,25","37,37","37,37",,"37,6","37,6","37,83","37,83",,"38,78",,,Não,Não,Não,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACECLOFENACO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508011305115313,1004308170091,7891317440312,,,PROFLAM,100 MG COM REV CT BL AL / AL X 6,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS,Novo (Referência),,,"14,95","16,99","18,01","18,01",,"18,12","18,12","18,23","18,23",,"18,69",,,Não,Não,Não,,,POSITIVA,,NÃO,Tarja Vermelha
2018,ACECLOFENACO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508011303163310,1004308170014,7891317412661,,,PROFLAM,15 MG/G CREM DERM CT TB AL X 30 G,M02A0 - ANTI-REUMÁTICOS E ANALGÉSICOS TÓPICOS,Novo (Referência),,,"20,38","23,55","25,19","21,92",,"25,36","22,06","25,54","22,19",,"26,28",,,Não,Não,Não,,,NEGATIVA,,SIM,Venda Livre
2018,ACEPONATO DE METILPREDNISOLONA,18.459.628/0001-15,BAYER S.A.,538912050016413,1705600850014,7795320050127,,,ADVANTAN,1 MG/G CREM DERM CT BG AL X 15 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS,Novo (Referência),,,"34,45","39,81","42,57","37,06",,"42,87","37,28","43,17","37,51",,"44,42",,,Não,Não,Não,,,NEGATIVA,,SIM,Tarja Vermelha
2018,ACEPONATO DE METILPREDNISOLONA,18.459.628/0001-15,BAYER S.A.,538912050012713,1705600850154,7795320050646,,,ADVANTAN,1 MG/G LOÇÃO CREMOSA CT BG AL X 20 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS,Novo,,,"44,12","50,99","54,52","47,46",,"54,9","47,75","55,29","48,04",,"56,89",,,Não,Não,Não,,,NEGATIVA,,SIM,Tarja Vermelha
2018,ACEPONATO DE METILPREDNISOLONA,18.459.628/0001-15,BAYER S.A.,538912050012613,1705600850091,7891106910712,,,ADVANTAN,1 MG/ML SOL TOP CT FR PLAS OPC GOT X 20 ML,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS,Novo,,,"47,18","54,52","58,3","50,75",,"58,71","51,06","59,12","51,37",,"60,83",,,Não,Não,Não,,,NEGATIVA,,SIM,Tarja Vermelha
2018,ACETATO DE ABIRATERONA,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514512020025102,1123634010019,7896212424351,,,ZYTIGA,250 MG COM CT FR PLAS OPC X 120,L01X9 - TODOS OS OUTROS ANTINEOPLÁSICOS,Novo (Referência),,,"8656,42","10003,26","10696,98","9311,98",,"10771,69","9368,42","10847,46","9425,54",,"11161,52",,,Não,Não,Não,,,NEGATIVA,,SIM,Tarja Vermelha
2018,ACETATO DE BUSSERRELINA,02.685.377/0001-57,SANOFI-AVENTIS FARMACÊUTICA LTDA,502811901171315,1130000800010,7891058803032,,,SUPREFACT DEPOT,"3,3 MG/MICROBAST IMPL CT SER APLIC X 2 MICROBAST",L02A3 - ANÁLOGOS HORMONAIS DE LIBERAÇÃO DE GONADOTROFINAS CITOSTÁTICOS,Novo (Referência),,,"1242,92","1412,41","1497,5","1497,5",,"1506,57","1506,57","1515,76","1515,76",,"1553,65",,,Não,Não,Não,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACETATO DE CASPOFUNGINA,45.987.013/0001-34,MERCK SHARP & DOHME FARMACEUTICA  LTDA,525500301155311,1002900330017,7897337707381,,,CANCIDAS,50 MG PO LIOF SOL INJ CT FA VD INC,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Novo (Referência),,,"2527,72","2872,4","3045,44","3045,44",,"3063,9","3063,9","3082,58","3082,58",,"3159,64",,,Não,Não,Não,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACETATO DE CASPOFUNGINA,45.987.013/0001-34,MERCK SHARP & DOHME FARMACEUTICA  LTDA,525500302151318,1002900330025,7897337707398,,,CANCIDAS,70 MG PO LIOF SOL INJ CT FA VD INC,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Novo (Referência),,,"3256,23","3700,26","3923,17","3923,17",,"3946,94","3946,94","3971,01","3971,01",,"4070,29",,,Não,Não,Não,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACETATO DE CETRORRELIX,33.069.212/0001-84,MERCK S/A,525421701150311,1008903690013,7891721022548,,,CETROTIDE,"0,25 MG PO LIOF INJ CT FA VD INC + 1 SER DIL + 2 AGULHAS + 2 TOALHAS",H01C3 - HORMÔNIOS DE LIBERAÇÃO ANTIGONADOTROFINA,Novo,,,"179,12","203,55","215,81","215,81",,"217,12","217,12","218,44","218,44",,"223,9",,,Não,Não,Não,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACETATO DE CIPROTERONA,18.459.628/0001-15,BAYER S.A.,538912050012913,1705600660061,7891106907491,,,ANDROCUR,100 MG COM CT BL AL PLAS INC X 20,L02B2 - HORMÔNIOS ANTIANDROGÊNICOS CITOSTÁTICOS,Novo (Referência),,,"191,78","217,93","231,06","231,06",,"232,46","232,46","233,88","233,88",,"239,73",,,Não,Não,Não,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACETATO DE CIPROTERONA,18.459.628/0001-15,BAYER S.A.,538912050012813,1705600660037,7891106907460,,,ANDROCUR,50 MG COM CT BL AL PLAS INC X 20,L02B2 - HORMÔNIOS ANTIANDROGÊNICOS CITOSTÁTICOS,Novo (Referência),,,"101,84","115,73","122,7","122,7",,"123,45","123,45","124,2","124,2",,"127,31",,,Não,Não,Sim,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACETATO DE DEGARELIX,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521401701152210,1287600170024,7896165600642,,,FIRMAGON,120 MG PO LIOF INJ CT 2 FA VD INC + 2 DIL 6 ML + 2 SER + 2 AGU + 4 ADAP,L02B9 - OUTROS CITOSTÁTICOS ANTAGONISTAS HORMONAIS,Novo (Referência),,,"739,12","839,9","890,5","890,5",,"895,9","895,9","901,36","901,36",,"923,89",,,Não,Não,Não,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACETATO DE DEGARELIX,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521416070006203,1287600170040,7896165600925,,,FIRMAGON,120 MG PO LIOF INJ CT 2 FA VD INC + 2 DIL SER PREENCH VD TRANS X 3 ML + 2 ADAP + 2 AGU + 2 ÊMBOLOS,L02B9 - OUTROS CITOSTÁTICOS ANTAGONISTAS HORMONAIS,Novo (Referência),,,"739,12","839,9","890,5","890,5",,"895,9","895,9","901,36","901,36",,"923,89",,,Não,Não,Não,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACETATO DE DEGARELIX,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521401702159219,1287600170016,7896165600635,,,FIRMAGON,80 MG PO LIOF INJ CT 1 FA VD INC + 1 DIL 6 ML + 1 SER + 1 AGU + 2 ADAP,L02B9 - OUTROS CITOSTÁTICOS ANTAGONISTAS HORMONAIS,Novo (Referência),,,406,"461,36","489,15","489,15",,"492,12","492,12","495,12","495,12",,"507,5",,,Não,Não,Não,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACETATO DE DEGARELIX,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521416070006103,1287600170032,7896165600918,,,FIRMAGON,"80 MG PO LIOF INJ CT 1 FA VD INC + 1 DIL SER PREENCH VD TRANS X 4,2 ML + 1 ADAP + 1 AGU + ÊMBOLO",L02B9 - OUTROS CITOSTÁTICOS ANTAGONISTAS HORMONAIS,Novo (Referência),,,406,"461,36","489,15","489,15",,"492,12","492,12","495,12","495,12",,"507,5",,,Não,Não,Não,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400201113315,1287600150015,7896165600048,,,DDAVP,"0,1 MG COM CT FR PLAS OPC X 30",H04D0 - HORMÔNIOS ANTIDIURÉTICOS,Novo (Referência),,,"120,63","137,08","145,34","145,34",,"146,22","146,22","147,11","147,11",,"150,79",,,Não,Não,Não,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400204112311,1287600150023,7896165600055,,,DDAVP,"0,2 MG COM CT FR PLAS OPC X 30",H04D0 - HORMÔNIOS ANTIDIURÉTICOS,Novo (Referência),,,"120,63","137,08","145,34","145,34",,"146,22","146,22","147,11","147,11",,"150,79",,,Não,Não,Não,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400212158315,1287600150082,7896165600178,,,DDAVP,15 MCG /ML SOL INJ CT 10 AMP VD INC X 1ML ,H04D0 - HORMÔNIOS ANTIDIURÉTICOS,Novo,,,"671,02","762,53","808,46","808,46",,"813,36","813,36","818,32","818,32",,"838,78",,,Sim,Não,Não,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400205151319,1287600150041,7896165600062,,,DDAVP,4 MCG/ML SOL INJ CT 10 AMP VD INC X 1 ML,H04D0 - HORMÔNIOS ANTIDIURÉTICOS,Novo (Referência),,,"178,93","203,33","215,58","215,58",,"216,89","216,89","218,21","218,21",,"223,67",,,Não,Não,Não,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400202179311,1287600150058,7896165600024,,,DDAVP,"0,1 MG/ML SOL NAS CT FR VD AMB SPR 2,5ML",H04D0 - HORMÔNIOS ANTIDIURÉTICOS,Novo (Referência),,,"165,53","188,11","199,44","199,44",,"200,65","200,65","201,87","201,87",,"206,92",,,Não,Sim,Sim,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400203175318,1287600150031,7896165600017,,,DDAVP,"0,1MG/ML SOL NAS CT FR VD AMB 2,5ML + 2 TUB",H04D0 - HORMÔNIOS ANTIDIURÉTICOS,Novo (Referência),,,"165,53","188,11","199,44","199,44",,"200,65","200,65","201,87","201,87",,"206,92",,,Não,Sim,Sim,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACETATO DE DEXTROALFATOCOFEROL,47.100.862/0001-50,LABORATIL FARMACEUTICA LTDA,505208801114415,1057700560021,7893353606325,,,VIETA,CX 30 CAPS,A11X3 - VITAMINA E PURA,Específico,,,Liberado,,,,,,,,,,,,,Não,Não,Não,,,NEGATIVA,,NÃO,Venda Livre
2018,ACETATO DE FLUDROCORTISONA,02.433.631/0001-20,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA,505618010042617,1376401600011,7895858017002,,,FLORINEFE,"0,1 MG COM CT FR VD AMB X 100",H02A2 - CORTICOSTERÓIDES ORAIS PUROS,Novo,,,"169,99","193,18","204,81","204,81",,"206,05","206,05","207,31","207,31",,"212,49",,,Não,Sim,Sim,,,POSITIVA,,NÃO,Tarja Vermelha
2018,ACETATO DE FLUDROCORTISONA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505102101119311,1018000220025,7896016801839,,,FLORINEFE,"0,1 MG COM CT FR VD AMB X 100",H02A2 - CORTICOSTERÓIDES ORAIS PUROS,Novo,,,"169,99","193,18","204,81","204,81",,"206,05","206,05","207,31","207,31",,"212,49",,,Não,Sim,Sim,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACETATO DE FLUORMETOLONA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,500901601170311,1006810960014,7896548198865,,,FLORATE,"1,0 MG/ML SUS OFT CT 1 FR PLAS GOT X 5 ML",S01B0 - CORTICOSTERÓIDES OFTALMOLÓGICOS,Novo,,,"17,21","19,88","21,26","18,51",,"21,41","18,62","21,56","18,73",,"22,18",,,Não,Não,Não,,,NEGATIVA,,SIM,Tarja Vermelha
2018,ACETATO DE GANIRRELIX,03.560.974/0001-18,SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA,527302501154311,1017100970011,7897572001336,,,ORGALUTRAN,"0,5 MG/ML SOL INJ CT SER VD PREENCHIDA X 0,5 ML",H01C3 - HORMÔNIOS DE LIBERAÇÃO ANTIGONADOTROFINA,Novo,,,"208,48","236,91","251,18","251,18",,"252,7","252,7","254,24","254,24",,"260,6",,,Não,Não,Não,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACETATO DE GLATIRÂMER,05.333.542/0001-08,TEVA FARMACÊUTICA LTDA.,537500101151219,1557300010010,7898919602933,,,COPAXONE,20 MG/ML SOL INJ CT 28 SERINGA PRE-ENCHIDA X 1 ML,N07A0 - PRODUTOS PARA ESCLEROSE MÚLTIPLA,Novo,,,"3942,39","4479,99","4749,87","4749,87",,"4778,65","4778,65","4807,79","4807,79",,"4927,98",,,Não,Sim,Sim,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACETATO DE GLATIRÂMER,05.333.542/0001-08,TEVA FARMACÊUTICA LTDA.,537517120007103,1557300010045,7898587900256,,,COPAXONE,40 MG/ML SOL INJ SC CT 12 SER PREENC VD TRANS X 1 ML,N07A0 - PRODUTOS PARA ESCLEROSE MÚLTIPLA,Novo,,,"3379,19","3839,98","4071,31","4071,31",,"4095,98","4095,98","4120,96","4120,96",,"4223,98",,,Não,Não,Não,,,POSITIVA,,NÃO,Tarja Vermelha
2018,ACETATO DE GOSSERRELINA,60.318.797/0001-00,ASTRAZENECA DO BRASIL LTDA,502305101151313,1161800430021,7896206400873,,,ZOLADEX LA,"10,8 MG DEPOT + SER CT ENV AL POLIET X 1",L02A3 - ANÁLOGOS HORMONAIS DE LIBERAÇÃO DE GONADOTROFINAS CITOSTÁTICOS,Novo (Referência),,,"1470,6","1671,13","1771,8","1771,8",,"1782,54","1782,54","1793,41","1793,41",,"1838,25",,,Não,Sim,Sim,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACETATO DE GOSSERRELINA,60.318.797/0001-00,ASTRAZENECA DO BRASIL LTDA,502305001157311,1161800430011,7896206400552,,,ZOLADEX,"3,6 MG DEPOT + SER CT ENV AL POLIET X 1",L02A3 - ANÁLOGOS HORMONAIS DE LIBERAÇÃO DE GONADOTROFINAS CITOSTÁTICOS,Novo (Referência),,,"574,36","652,68",692,692,,"696,19","696,19","700,44","700,44",,"717,95",,,Não,Sim,Sim,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACETATO DE HIDROCORTISONA,18.459.628/0001-15,BAYER S.A.,538912050013713,1705600810012,7795320000849,,,BERLISON,10 MG/G CREM DERM CT BG AL X 15 G ,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS,Novo (Referência),,,"9,58","11,07","11,83","10,3",,"11,92","10,36",12,"10,43",,"12,35",,,Não,Não,Não,,,NEGATIVA,,SIM,Venda Livre
2018,ACETATO DE HIDROCORTISONA,18.459.628/0001-15,BAYER S.A.,538912050013813,1705600810020,7795320050011,,,BERLISON,10 MG/G CREM DERM CT BG AL X 30 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS,Novo (Referência),,,"17,21","19,88","21,26","18,51",,"21,41","18,62","21,56","18,73",,"22,18",,,Não,Não,Não,,,NEGATIVA,,SIM,Venda Livre
2018,ACETATO DE HIDROCORTISONA,18.459.628/0001-15,BAYER S.A.,538912050013913,1705600810047,7795320000856,,,BERLISON,10 MG/G POM DERM CT BG AL X 15 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS,Novo (Referência),,,"9,58","11,07","11,83","10,3",,"11,92","10,36",12,"10,43",,"12,35",,,Não,Não,Não,,,NEGATIVA,,SIM,Venda Livre
2018,ACETATO DE HIDROCORTISONA,18.459.628/0001-15,BAYER S.A.,538912050014013,1705600810055,7795320050028,,,BERLISON,10 MG/G POM DERM CT BG AL X 30 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS,Novo (Referência),,,"17,21","19,88","21,26","18,51",,"21,41","18,62","21,56","18,73",,"22,18",,,Não,Não,Não,,,NEGATIVA,,SIM,Venda Livre
2018,ACETATO DE ICATIBANTO,07.898.671/0001-60,SHIRE FARMACÊUTICA BRASIL LTDA.,540200101170210,1697900030018,7898924769034,,,FIRAZYR,10 MG/ML CT 01 SER X 3 ML + AGULHA,B06D0 - Produtos para angioedema hereditário,Novo,,,"5196,85","6005,42","6421,89","5590,41",,"6466,74","5624,29","6512,23","5658,59",,"6700,77",,,Não,Não,Não,,,NEGATIVA,,SIM,Tarja Vermelha
2018,ACETATO DE LANREOTIDA,07.718.721/0001-80,BEAUFOUR IPSEN FARMACÊUTICA LTDA,539200103153318,1697700020035,7898932171034,,,SOMATULINE AUTOGEL,"120 MG SOL INJ LIB PROL CT SACHÊ SER PLAS PREENCHIDA X 0,5 ML ",H01C2 - HORMÔNIOS ANTICRESCIMENTO,Novo,,,"2456,35","2791,31","2959,46","2959,46",,"2977,39","2977,39","2995,55","2995,55",,"3070,44",,,Não,Não,Não,,,POSITIVA,,NÃO,Tarja Vermelha
2018,ACETATO DE LANREOTIDA,07.718.721/0001-80,BEAUFOUR IPSEN FARMACÊUTICA LTDA,539214010000803,1697700020061,7898932171096,,,SOMATULINE AUTOGEL,"120 MG SOL INJ LIB PR CT SACHÊ SER PREENCH AG RETRÁTIL X 0,5 ML ",H01C2 - HORMÔNIOS ANTICRESCIMENTO,Novo,,,"2456,35","2791,31","2959,46","2959,46",,"2977,39","2977,39","2995,55","2995,55",,"3070,44",,,Não,Sim,Não,,,POSITIVA,,SIM,Tarja Vermelha
2018,ACETATO DE LANREOTIDA,07.718.721/0001-80,BEAUFOUR IPSEN FARMACÊUTICA LTDA,539200102157311,1697700020019,7898932171058,,,SOMATULINE AUTOGEL,"60 MG SOL INJ LIB PROL CT SACHÊ SER PLAS PREENCHIDA X 0,3 ML ",H01C2 - HORMÔNIOS ANTICRESCIMENTO,Novo,,,"2285,71","2597,4","2753,87","2753,87",,"2770,56","2770,56","2787,45","2787,45",,"2857,14",,,Não,Não,Não,,,POSITIVA,,NÃO,Tarja Vermelha
2018,ACETATO DE LANREOTIDA,07.718.721/0001-80,BEAUFOUR IPSEN FARMACÊUTICA LTDA,539214010000603,1697700020043,7898932171072,,,SOMATULINE AUTOGEL,"60 MG SOL INJ LIB PR CT SACHÊ SER PREENCH AG RETRÁTIL X 0,5 ML ",H01C2 - HORMÔNIOS ANTICRESCIMENTO,Novo,,,"2285,71","2597,4","2753,87","2753,87",,"2770,56","2770,56","2787,45","2787,45",,"2857,14",,,Não,Sim,Não,,,POSITIVA,,SIM,Tarja Vermelha
