ANO,PRINCÍPIO ATIVO,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 17%,PF 17% ALC,PF 17% ZONA FRANCA DE MANAUS,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 19%,PF 20%,PF 21%,PF 22%,RESTRIÇÃO HOSPITALAR,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),ÚLTIMA ALTERAÇÃO,COMERCIALIZAÇÃO 2016,TARJA
2017,ACARBOSE,00.923.140/0001-31,EMS SIGMA PHARMA LTDA,531613702117411,1356900350032,7894916503754,,,AGLUCOSE,50 MG COM CT 3 BL AL PVDC LEIT X 10,A10L0 - ANTIDIABÉTICOS INIBIDORES ALFA-GLUC,Biológicos,,,"17,85","20,29","21,51","21,51",,"21,64","21,64","21,77","21,77",,"22,31",,,Não,Não,Não,,,POSITIVA,,SIM,
2017,ACARBOSE,18.459.628/0001-15,BAYER S.A.,538912050014213,1705600740073,7891106001731,,,GLUCOBAY,50 MG COM CT BL AL/AL X 30,A10L0 - ANTIDIABÉTICOS INIBIDORES ALFA-GLUC,Biológicos,,,"28,35","32,21","34,15","34,15",,"34,36","34,36","34,57","34,57",,"35,43",,,Não,Não,Não,,,POSITIVA,,SIM,
2017,ACEBROFILINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508013120101205,1004310860022,7891317485153,,,FILINAR G,5 MG/ML GEL OR CT FR PLAS INC X 120ML + COL MED,R05C0 - EXPECTORANTES,Novo (Referência),,,"11,85","13,46","14,28","14,28",,"14,36","14,36","14,45","14,45",,"14,81",,,Não,Não,Não,,,POSITIVA,,SIM,
2017,ACECLOFENACO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508011302116319,1004308170030,7891317411923,,,PROFLAM,100 MG COM REV CT BL AL/AL X 12,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUR,Novo (Referência),,,"30,16","34,27","36,34","36,34",,"36,56","36,56","36,78","36,78",,"37,7",,,Não,Não,Não,,,POSITIVA,,SIM,
2017,ACECLOFENACO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508011305115313,1004308170091,7891317440312,,,PROFLAM,100 MG COM REV CT BL AL / AL X 6,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUR,Novo (Referência),,,"14,54","16,52","17,52","17,52",,"17,62","17,62","17,73","17,73",,"18,17",,,Não,Não,Não,,,POSITIVA,,NÃO,
2017,ACECLOFENACO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508011303163310,1004308170014,7891317412661,,,PROFLAM,15 MG/G CREM DERM CT TB AL X 30 G,M02A0 - ANTI-REUMÁTICOS E ANALGÉSICOS TÓPIC,Novo (Referência),,,"19,89","22,98","24,57","21,39",,"24,75","21,52","24,92","21,65",,"25,64",,,Não,Não,Não,,,NEGATIVA,,SIM,
2017,ACEPONATO DE METILPREDNISOLONA,18.459.628/0001-15,BAYER S.A.,538912050016413,1705600850014,7795320050127,,,ADVANTAN,1 MG/G CREM DERM CT BG AL X 15 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS,Novo (Referência),,,"33,5","38,71","41,4","36,04",,"41,69","36,26","41,98","36,48",,"43,2",,,Não,Não,Não,,,NEGATIVA,,SIM,
2017,ACEPONATO DE METILPREDNISOLONA,18.459.628/0001-15,BAYER S.A.,538912050012713,1705600850154,7795320050646,,,ADVANTAN,1 MG/G LOÇÃO CREMOSA CT BG AL X 20 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS,Novo,,,"42,9","49,58","53,01","46,15",,"53,38","46,43","53,76","46,71",,"55,32",,,Não,Não,Não,,,NEGATIVA,,SIM,
2017,ACEPONATO DE METILPREDNISOLONA,18.459.628/0001-15,BAYER S.A.,538912050012613,1705600850091,7891106910712,,,ADVANTAN,1 MG/ML SOL TOP CT FR PLAS OPC GOT X 20 ML,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS,Novo,,,"45,88","53,02","56,69","49,35",,"57,09","49,65","57,49","49,95",,"59,15",,,Não,Não,Não,,,NEGATIVA,,SIM,
2017,ACETATO DE ABIRATERONA,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514512020025102,1123634010019,7896212424351,,,ZYTIGA,250 MG COM CT FR PLAS OPC X 120,L01X9 - TODOS OS OUTROS ANTINEOPLÁSICOS,Novo (Referência),,,"8479,21","9798,47","10477,99","9121,34",,"10551,17","9176,63","10625,39","9232,58",,"10933,02",,,Não,Não,Não,,,NEGATIVA,,SIM,
2017,ACETATO DE BUSSERRELINA,02.685.377/0001-57,SANOFI-AVENTIS FARMACÊUTICA LTDA,502811901171315,1130000800010,7891058803032,,,SUPREFACT DE,"3,3 MG/MICROBAST IMPL CT SER APLIC X 2 MICROBAST",L02A3 - ANÁLOGOS HORMONAIS DE LIBERAÇÃO DE,Novo (Referência),,,"1217,48","1383,5","1466,84","1466,84",,"1475,73","1475,73","1484,73","1484,73",,"1521,85",,,Não,Não,Não,,,POSITIVA,,SIM,
2017,ACETATO DE CASPOFUNGINA,45.987.013/0001-34,MERCK SHARP & DOHME FARMACEUTICA,525500301155311,1002900330017,7897337707381,,,CANCIDAS,50 MG PO LIOF SOL INJ CT FA VD INC,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES F,Novo (Referência),,,"2457,91","2793,08","2961,34","2961,34",,"2979,28","2979,28","2997,45","2997,45",,"3072,39",,,Não,Não,Não,,,POSITIVA,,SIM,
2017,ACETATO DE CASPOFUNGINA,45.987.013/0001-34,MERCK SHARP & DOHME FARMACEUTICA,525500302151318,1002900330025,7897337707398,,,CANCIDAS,70 MG PO LIOF SOL INJ CT FA VD INC,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES F,Novo (Referência),,,"3166,31","3598,08","3814,83","3814,83",,"3837,95","3837,95","3861,35","3861,35",,"3957,88",,,Não,Não,Não,,,POSITIVA,,SIM,
2017,ACETATO DE CETRORRELIX,33.069.212/0001-84,MERCK S/A,525421701150311,1008903690013,7891721022548,,,CETROTIDE,"0,25 MG PO LIOF INJ CT FA VD INC + 1 SER DIL + 2 AG",H01C3 - HORMÔNIOS DE LIBERAÇÃO ANTIGONADOTR,Novo,,,"179,12","203,55","215,81","215,81",,"217,12","217,12","218,44","218,44",,"223,9",,,Não,Não,Não,,,POSITIVA,,SIM,
2017,ACETATO DE CIPROTERONA,18.459.628/0001-15,BAYER S.A.,538912050012913,1705600660061,7891106907491,,,ANDROCUR,100 MG COM CT BL AL PLAS INC X 20,L02B2 - HORMÔNIOS ANTIANDROGÊNICOS CITOSTÁT,Novo (Referência),,,"187,85","213,47","226,33","226,33",,"227,7","227,7","229,09","229,09",,"234,82",,,Não,Não,Não,,,POSITIVA,,SIM,
2017,ACETATO DE CIPROTERONA,18.459.628/0001-15,BAYER S.A.,538912050012813,1705600660037,7891106907460,,,ANDROCUR,50 MG COM CT BL AL PLAS INC X 20,L02B2 - HORMÔNIOS ANTIANDROGÊNICOS CITOSTÁT,Novo (Referência),,,"99,76","113,36","120,19","120,19",,"120,92","120,92","121,66","121,66",,"124,7",,,Não,Não,Sim,,,POSITIVA,,SIM,
2017,ACETATO DE DEGARELIX,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521401701152210,1287600170024,7896165600642,,,FIRMAGON,120 MG PO LIOF INJ CT 2 FA VD INC + 2 DIL 6 ML + 2,L02B9 - OUTROS CITOSTÁTICOS ANTAGONISTAS HO,Novo (Referência),,,"723,99","822,71","872,27","872,27",,"877,56","877,56","882,91","882,91",,"904,98",,,Não,Não,Não,,,POSITIVA,,SIM,
2017,ACETATO DE DEGARELIX,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521416070006203,1287600170040,7896165600925,,,FIRMAGON,120 MG PO LIOF INJ CT 2 FA VD INC + 2 DIL SER PREEN,L02B9 - OUTROS CITOSTÁTICOS ANTAGONISTAS HO,Novo (Referência),,,"723,99","822,71","872,27","872,27",,"877,56","877,56","882,91","882,91",,"904,98",,,Não,Não,Não,,,POSITIVA,,SIM,
2017,ACETATO DE DEGARELIX,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521401702159219,1287600170016,7896165600635,,,FIRMAGON,80 MG PO LIOF INJ CT 1 FA VD INC + 1 DIL 6 ML + 1 S,L02B9 - OUTROS CITOSTÁTICOS ANTAGONISTAS HO,Novo (Referência),,,"397,68","451,91","479,14","479,14",,"482,04","482,04","484,98","484,98",,"497,1",,,Não,Não,Não,,,POSITIVA,,SIM,
2017,ACETATO DE DEGARELIX,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521416070006103,1287600170032,7896165600918,,,FIRMAGON,80 MG PO LIOF INJ CT 1 FA VD INC + 1 DIL SER PREENC,L02B9 - OUTROS CITOSTÁTICOS ANTAGONISTAS HO,Novo (Referência),,,"397,68","451,91","479,14","479,14",,"482,04","482,04","484,98","484,98",,"497,1",,,Não,Não,Não,,,POSITIVA,,SIM,
2017,ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400201113315,1287600150015,7896165600048,,,DDAVP,"0,1 MG COM CT FR PLAS OPC X 30",H04D0 - HORMÔNIOS ANTIDIURÉTICOS,Novo (Referência),,,"118,16","134,27","142,36","142,36",,"143,23","143,23","144,1","144,1",,"147,7",,,Não,Não,Não,,,POSITIVA,,SIM,
2017,ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400204112311,1287600150023,7896165600055,,,DDAVP,"0,2 MG COM CT FR PLAS OPC X 30",H04D0 - HORMÔNIOS ANTIDIURÉTICOS,Novo (Referência),,,"118,16","134,27","142,36","142,36",,"143,23","143,23","144,1","144,1",,"147,7",,,Não,Não,Não,,,POSITIVA,,SIM,
2017,ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400212158315,1287600150082,7896165600178,,,DDAVP,15 MCG /ML SOL INJ CT 10 AMP VD INC X 1ML ,H04D0 - HORMÔNIOS ANTIDIURÉTICOS,Novo,,,"657,29","746,92","791,91","791,91",,"796,71","796,71","801,57","801,57",,"821,61",,,Sim,Não,Não,,,POSITIVA,,SIM,
2017,ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400205151319,1287600150041,7896165600062,,,DDAVP,4 MCG/ML SOL INJ CT 10 AMP VD INC X 1 ML,H04D0 - HORMÔNIOS ANTIDIURÉTICOS,Novo (Referência),,,"175,27","199,17","211,16","211,16",,"212,44","212,44","213,74","213,74",,"219,08",,,Não,Não,Não,,,POSITIVA,,SIM,
2017,ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400202179311,1287600150058,7896165600024,,,DDAVP,"0,1 MG/ML SOL NAS CT FR VD AMB SPR 2,5ML",H04D0 - HORMÔNIOS ANTIDIURÉTICOS,Novo (Referência),,,"162,15","184,26","195,36","195,36",,"196,54","196,54","197,74","197,74",,"202,68",,,Não,Sim,Sim,,,POSITIVA,,SIM,
2017,ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400203175318,1287600150031,7896165600017,,,DDAVP,"0,1MG/ML SOL NAS CT FR VD AMB 2,5ML + 2 TUB",H04D0 - HORMÔNIOS ANTIDIURÉTICOS,Novo (Referência),,,"162,15","184,26","195,36","195,36",,"196,54","196,54","197,74","197,74",,"202,68",,,Não,Sim,Sim,,,POSITIVA,,SIM,
2017,ACETATO DE DEXTROALFATOCOFEROL,47.100.862/0001-50,LABORATIL FARMACEUTICA LTDA,505208801114415,1057700560021,7893353606325,,,VIETA,CX 30 CAPS,A11X3 - VITAMINA E PURA,Específico,,,Liberado,,,,,,,,,,,,,Não,Não,Não,,,NEGATIVA,,NÃO,
2017,ACETATO DE DEXTROALFATOCOFEROL,33.173.097/0002-74,INSTITUTO TERAPÊUTICO DELTA LTDA.,514002201110416,1044000390027,7893454208220,,,VITAMINA E D,400 MG CAP GEL MOLE CT BL AL PLAS INC X 20,A11X3 - VITAMINA E PURA,Específico,,,Liberado,,,,,,,,,,,,,Não,Não,Não,,,NEGATIVA,,NÃO,
2017,ACETATO DE DEXTROALFATOCOFEROL,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508020703111414,1004309230045,7891317445935,,,EMAMA,400 MG CAP GEL MOLE CT BL AL PLAS INC X 30,A11X3 - VITAMINA E PURA,Específico,,,Liberado,,,,,,,,,,,,,Não,Não,Não,,,NEGATIVA,,SIM,
2017,ACETATO DE DEXTROALFATOCOFEROL,64.088.172/0001-41,ATIVUS FARMACÊUTICA LTDA,502406301113428,1186100850021,7896317901221,,,ZIRVIT E,400 UI CX C/ 30 CAPS,A11X3 - VITAMINA E PURA,Específico,,,Liberado,,,,,,,,,,,,,Sim,Não,Não,,,NEGATIVA,,NÃO,
2017,ACETATO DE FLUDROCORTISONA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA,505102101119311,1018000220025,7896016801839,,,FLORINEFE,"0,1 MG COM CT FR VD AMB X 100",H02A2 - CORTICOSTERÓIDES ORAIS PUROS,Novo,,,"166,52","189,22","200,62","200,62",,"201,84","201,84","203,07","203,07",,"208,15",,,Não,Sim,Sim,,,POSITIVA,,SIM,
2017,ACETATO DE FLUORMETOLONA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,500901601170311,1006810960014,7896548198865,,,FLORATE,"1,0 MG/ML SUS OFT CT 1 FR PLAS GOT X 5 ML",S01B0 - CORTICOSTERÓIDES OFTALMOLÓGICOS,Novo,,,"16,85","19,48","20,83","18,13",,"20,97","18,24","21,12","18,35",,"21,73",,,Não,Não,Não,,,NEGATIVA,,SIM,
2017,ACETATO DE GANIRRELIX,03.560.974/0001-18,SCHERING-PLOUGH INDÚSTRIA FARMACÊ,527302501154311,1017100970011,7897572001336,,,ORGALUTRAN,"0,5 MG/ML SOL INJ CT SER VD PREENCHIDA X 0,5 ML",H01C3 - HORMÔNIOS DE LIBERAÇÃO ANTIGONADOTR,Novo,,,"204,21","232,06","246,04","246,04",,"247,53","247,53","249,04","249,04",,"255,27",,,Não,Não,Não,,,POSITIVA,,SIM,
2017,ACETATO DE GLATIRÂMER,05.333.542/0001-08,TEVA FARMACÊUTICA LTDA.,537500101151219,1557300010010,7898919602353,,,COPAXONE,20 MG/ML SOL INJ CT 28 SERINGA PRE-ENCHIDA X 1 ML,L03A9 - OUTROS AGENTES IMUNOESTIMULANTES EX,Novo,,,"3847,36",4372,"4635,37","4635,37",,"4663,46","4663,46","4691,9","4691,9",,"4809,2",,,Não,Sim,Sim,,,POSITIVA,,SIM,
2017,ACETATO DE GOSSERRELINA,60.318.797/0001-00,ASTRAZENECA DO BRASIL LTDA,502305101151313,1161800430021,7896206400873,,,ZOLADEX LA,"10,8 MG DEPOT + SER CT ENV AL POLIET X 1",L02A3 - ANÁLOGOS HORMONAIS DE LIBERAÇÃO DE,Novo (Referência),,,"1440,49","1636,92","1735,53","1735,53",,"1746,04","1746,04","1756,69","1756,69",,"1800,61",,,Não,Sim,Sim,,,POSITIVA,,SIM,
2017,ACETATO DE GOSSERRELINA,60.318.797/0001-00,ASTRAZENECA DO BRASIL LTDA,502305001157311,1161800430011,7896206400552,,,ZOLADEX,"3,6 MG DEPOT + SER CT ENV AL POLIET X 1",L02A3 - ANÁLOGOS HORMONAIS DE LIBERAÇÃO DE,Novo (Referência),,,"562,6","639,32","677,83","677,83",,"681,94","681,94","686,1","686,1",,"703,25",,,Não,Sim,Sim,,,POSITIVA,,SIM,
2017,ACETATO DE HIDROCORTISONA,18.459.628/0001-15,BAYER S.A.,538912050013713,1705600810012,7795320000849,,,BERLISON,10 MG/G CREM DERM CT BG AL X 15 G ,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS,Novo (Referência),,,"9,31","10,76","11,51","10,02",,"11,59","10,08","11,67","10,14",,"12,01",,,Não,Não,Não,,,NEGATIVA,,SIM,
2017,ACETATO DE HIDROCORTISONA,18.459.628/0001-15,BAYER S.A.,538912050013813,1705600810020,7795320050011,,,BERLISON,10 MG/G CREM DERM CT BG AL X 30 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS,Novo (Referência),,,"16,73","19,33","20,67","17,99",,"20,81","18,1","20,96","18,21",,"21,57",,,Não,Não,Não,,,NEGATIVA,,SIM,
2017,ACETATO DE HIDROCORTISONA,18.459.628/0001-15,BAYER S.A.,538912050013913,1705600810047,7795320000856,,,BERLISON,10 MG/G POM DERM CT BG AL X 15 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS,Novo (Referência),,,"9,31","10,76","11,51","10,02",,"11,59","10,08","11,67","10,14",,"12,01",,,Não,Não,Não,,,NEGATIVA,,SIM,
2017,ACETATO DE HIDROCORTISONA,18.459.628/0001-15,BAYER S.A.,538912050014013,1705600810055,7795320050028,,,BERLISON,10 MG/G POM DERM CT BG AL X 30 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS,Novo (Referência),,,"16,73","19,33","20,67","17,99",,"20,81","18,1","20,96","18,21",,"21,57",,,Não,Não,Não,,,NEGATIVA,,SIM,
2017,ACETATO DE ICATIBANTO,07.898.671/0001-60,SHIRE FARMACÊUTICA BRASIL LTDA.,540200101170210,1697900030018,7898924769034,,,FIRAZYR,10 MG/ML CT 01 SER X 3 ML + AGULHA,B06D0 - Produtos para angioedema hereditári,Novo,,,"5090,47","5882,48","6290,43","5475,97",,"6334,36","5509,16","6378,92","5542,75",,"6563,6",,,Não,Não,Não,,,NEGATIVA,,SIM,
2017,ACETATO DE LANREOTIDA,07.718.721/0001-80,BEAUFOUR IPSEN FARMACÊUTICA LTDA,539200103153318,1697700020035,7898932171034,,,SOMATULINE A,120 MG SOL INJ LIB PROL CT SACHÊ SER PLAS PREENCHID,H01C2 - HORMÔNIOS ANTICRESCIMENTO,Novo,,,"2406,07","2734,17","2898,88","2898,88",,"2916,45","2916,45","2934,23","2934,23",,"3007,59",,,Não,Não,Não,,,POSITIVA,,NÃO,
2017,ACETATO DE LANREOTIDA,07.718.721/0001-80,BEAUFOUR IPSEN FARMACÊUTICA LTDA,539214010000803,1697700020061,7898932171096,,,SOMATULINE A,120 MG SOL INJ LIB PR CT SACHÊ SER PREENCH AG RETRÁ,H01C2 - HORMÔNIOS ANTICRESCIMENTO,Novo,,,"2406,07","2734,17","2898,88","2898,88",,"2916,45","2916,45","2934,23","2934,23",,"3007,59",,,Não,Sim,Não,,,POSITIVA,,SIM,
2017,ACETATO DE LANREOTIDA,07.718.721/0001-80,BEAUFOUR IPSEN FARMACÊUTICA LTDA,539200102157311,1697700020019,7898932171058,,,SOMATULINE A,60 MG SOL INJ LIB PROL CT SACHÊ SER PLAS PREENCHIDA,H01C2 - HORMÔNIOS ANTICRESCIMENTO,Novo,,,"2238,92","2544,23","2697,49","2697,49",,"2713,84","2713,84","2730,39","2730,39",,"2798,65",,,Não,Não,Não,,,POSITIVA,,NÃO,
2017,ACETATO DE LANREOTIDA,07.718.721/0001-80,BEAUFOUR IPSEN FARMACÊUTICA LTDA,539214010000603,1697700020043,7898932171072,,,SOMATULINE A,60 MG SOL INJ LIB PR CT SACHÊ SER PREENCH AG RETRÁT,H01C2 - HORMÔNIOS ANTICRESCIMENTO,Novo,,,"2238,92","2544,23","2697,49","2697,49",,"2713,84","2713,84","2730,39","2730,39",,"2798,65",,,Não,Sim,Não,,,POSITIVA,,SIM,
2017,ACETATO DE LANREOTIDA,07.718.721/0001-80,BEAUFOUR IPSEN FARMACÊUTICA LTDA,539200101150311,1697700020027,7898932171041,,,SOMATULINE A,90 MG SOL INJ LIB PROL CT SACHÊ SER PLAS PREENCHIDA,H01C2 - HORMÔNIOS ANTICRESCIMENTO,Novo,,,"2406,07","2734,17","2898,88","2898,88",,"2916,45","2916,45","2934,23","2934,23",,"3007,59",,,Não,Não,Não,,,POSITIVA,,NÃO,
2017,ACETATO DE LANREOTIDA,07.718.721/0001-80,BEAUFOUR IPSEN FARMACÊUTICA LTDA,539214010000703,1697700020051,7898932171089,,,SOMATULINE A,90 MG SOL INJ LIB PR CT SACHÊ SER PREENCH AG RETRÁT,H01C2 - HORMÔNIOS ANTICRESCIMENTO,Novo,,,"2406,07","2734,17","2898,88","2898,88",,"2916,45","2916,45","2934,23","2934,23",,"3007,59",,,Não,Sim,Não,,,POSITIVA,,SIM,
2017,ACETATO DE LEUPRORRELINA,15.800.545/0001-50,ABBVIE FARMACÊUTICA LTDA.,543715070001217,1986000070076,8054083003887,,,LUPRON DEPOT,"11,25 MG PO LIOF INJ ESTOJO FA VD INC +  DIL + SER",L02A3 - ANÁLOGOS HORMONAIS DE LIBERAÇÃO DE,Novo,,,"1442,44","1639,13","1737,88","1737,88",,"1748,41","1748,41","1759,07","1759,07",,"1803,05",,,Não,Sim,Sim,,,POSITIVA,,SIM,
2017,ACETATO DE LEUPRORRELINA,15.800.545/0001-50,ABBVIE FARMACÊUTICA LTDA.,543715070001117,1986000070041,8054083003870,,,LUPRON DEPOT,"3,75 MG PO LIOF INJ CX FA VD INC + DIL + SER + 2 AG",L02A3 - ANÁLOGOS HORMONAIS DE LIBERAÇÃO DE,Novo,,,"446,82","507,75","538,34","538,34",,"541,6","541,6","544,9","544,9",,"558,52",,,Não,Sim,Sim,,,POSITIVA,,SIM,
2017,ACETATO DE LEUPRORRELINA,15.800.545/0001-50,ABBVIE FARMACÊUTICA LTDA.,543715070001317,1986000070092,8054083003696,,,LUPRON DEPOT,"7,5 MG PO LIOF INJ CX FA VD INC + DIL + SER + 2 AGU",L02A3 - ANÁLOGOS HORMONAIS DE LIBERAÇÃO DE,Novo,,,"1255,74","1426,98","1512,94","1512,94",,"1522,11","1522,11","1531,39","1531,39",,"1569,67",,,Não,Não,Não,,,POSITIVA,,NÃO,
