ANO,SUBSTÂNCIA,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN 1,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 17%,PF 17% ALC,PF 17% ZONA FRANCA DE MANAUS,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 19%,PF 20%,PF 21%,PF 22%,RESTRIÇÃO HOSPITALAR,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),ÚLTIMA ALTERAÇÃO,COMERCIALIZAÇÃO 2020,TARJA
2021,ACEPONATO DE METILPREDNISOLONA,11.424.477/0001-10,LEO PHARMA LTDA,541121020002517,1856900100011,5702191025583,    -     ,    -     ,ADVANTAN,1 MG/G CREM DERM CT BG AL X 15 G,D7A - CORTICOESTERÓIDES TÓPICOS PUROS,Novo,Regulado,"37,16","41,62","48,10","51,43","44,77",,"51,79","45,04","52,15","45,32",,"53,66",,,Não,Não,Não,Não,,Negativa,,Não,Tarja Vermelha(*)
2021,ACEPONATO DE METILPREDNISOLONA,11.424.477/0001-10,LEO PHARMA LTDA,541121020002617,1856900100054,5702191025538,    -     ,    -     ,ADVANTAN,1 MG/ML SOL TOP CT FR PLAS OPC GOT X 20 ML,D7A - CORTICOESTERÓIDES TÓPICOS PUROS,Novo,Regulado,"50,89","57,00","65,87","70,44","61,32",,"70,93","61,69","71,43","62,06",,"73,50",,,Não,Não,Não,Não,,Negativa,,Não,Tarja Vermelha(*)
2021,ACEPONATO DE METILPREDNISOLONA,11.424.477/0001-10,LEO PHARMA LTDA,541121020002717,1856900100070,5702191025590,    -     ,    -     ,ADVANTAN,1 MG/G EMU DERM CT BG AL X 20 G,D7A - CORTICOESTERÓIDES TÓPICOS PUROS,Novo,Regulado,"47,60","53,31","61,60","65,88","57,35",,"66,34","57,69","66,80","58,05",,"68,74",,,Não,Não,Não,Não,,Negativa,,Não,Tarja Vermelha(*)
2021,ACETATO DE ABIRATERONA,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514519020035403,1123634200012,7896212452415,    -     ,    -     ,ZYTIGA®,500 MG COM REV CT FR PLAS PEAD OPC X 60,L2B2 - HORMÔNIOS ANTIANDROGÊNICOS CITOSTÁTICOS,Novo,Regulado,"8889,28","9955,99","11505,02","12302,90","10709,97",,"12388,83","10774,88","12475,96","10840,58",,"12837,16",,,Não,Não,Não,Não,,Negativa,,Sim,Tarja Vermelha(*)
2021,ACETATO DE ABIRATERONA,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514512020025102,1123634010019,7896212424351,    -     ,    -     ,ZYTIGA,250 MG COM CT FR PLAS OPC X 120,L2B2 - HORMÔNIOS ANTIANDROGÊNICOS CITOSTÁTICOS,Novo,Regulado,"8889,28","9955,99","11505,02","12302,90","10709,97",,"12388,83","10774,88","12475,96","10840,58",,"12837,16",,,Não,Não,Não,Não,,Negativa,,Sim,Tarja Venda Livre/Sem Tarja (*)
2021,ACETATO DE ATOSIBANA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521401102151314,1287600100018,7896165600222,    -     ,    -     ,TRACTOCILE,"7,5 MG/ML SOL INJ CT FA VD TRANS X 0,9 ML",G2E - INIBIDORES DO PARTO,Novo,Regulado,"214,51","214,51","243,76","258,45","258,45",,"260,01","260,01","261,60","261,60",,"268,14",,,Sim,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha(*)
2021,ACETATO DE ATOSIBANA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521401101155316,1287600100026,7896165600239,    -     ,    -     ,TRACTOCILE,"7,5 MG/ML SOL DIL INFUS CT FA VD TRANS X 5 ML",G2E - INIBIDORES DO PARTO,Novo,Regulado,"667,04","667,04","758,00","803,66","803,66",,"808,53","808,53","813,46","813,46",,"833,80",,,Sim,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha(*)
2021,ACETATO DE ATOSIBANA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521419110007907,1287600220021,7896165601397,    -     ,    -     ,ACETATO DE ATOSIBANA,"7,5 MG/ML SOL DIL INFUS CT FA VD TRANS X 5 ML",G2E - INIBIDORES DO PARTO,Novo,Regulado,"433,58","433,58","492,70","522,39","522,39",,"525,55","525,55","528,76","528,76",,"541,98",,,Sim,Não,Não,Não,,Positiva,,Não,Tarja Vermelha(*)
2021,ACETATO DE BAZEDOXIFENO;ESTROGÊNIOS CONJUGADOS,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522718110082501,1211004420016,7891045031240,    -     ,    -     ,DUAVIVE,"0,45 MG + 20 MG COM REV LIB PROL CT ENV AL BL AL PLAS TRANS X 30","G3C - ESTRÓGENOS EXCLUINDO G3A, G3E, G3F",Biológico,Regulado,"49,59","55,54","64,18","68,63","59,75",,"69,11","60,11","69,60","60,47",,"71,61",,,Não,Não,Não,Não,,Negativa,,Não,Tarja  Vermelha
2021,ACETATO DE BUSSERRELINA,02.685.377/0001-57,SANOFI-AVENTIS FARMACÊUTICA LTDA,502811901171315,1130000800010,7891058803032,    -     ,    -     ,SUPREFACT DEPOT,"3,3 MG/ MICROBAST IMPL CT SER APLIC X 2 MICROBAST",L2A3 - ANÁLOGOS HORMONAIS DE LIBERAÇÃO DE GONADOTROFINAS CITOSTÁTICOS,Novo,Regulado,"1429,51","1429,51","1624,44","1722,30","1722,30",,"1732,74","1732,74","1743,30","1743,30",,"1786,89",,,Não,Não,Não,Não,,Positiva,,Não,Tarja Vermelha(*)
2021,ACETATO DE CASPOFUNGINA,45.987.013/0001-34,MERCK SHARP & DOHME FARMACEUTICA LTDA,525500301155311,1002900330017,7897337707381,    -     ,    -     ,CANCIDAS,50 MG PO LIOF SOL INJ CT FA VD TRANS,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Novo,Regulado,"3054,25","3054,25","3470,74","3679,82","3679,82",,"3702,12","3702,12","3724,69","3724,69",,"3817,81",,,Sim,Não,Não,Não,,Positiva,,Sim,Tarja  Vermelha
2021,ACETATO DE CASPOFUNGINA,45.987.013/0001-34,MERCK SHARP & DOHME FARMACEUTICA LTDA,525500302151318,1002900330025,7897337707398,    -     ,    -     ,CANCIDAS,70 MG PO LIOF SOL INJ CT FA VD TRANS,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Novo,Regulado,"3934,50","3934,50","4471,02","4740,36","4740,36",,"4769,09","4769,09","4798,17","4798,17",,"4918,13",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja  Vermelha
2021,ACETATO DE CETRORRELIX,33.069.212/0001-84,MERCK S/A,525421701150311,1008903690013,7891721022548,    -     ,    -     ,CETROTIDE,"0,25 MG PO LIOF INJ CT FA VD TRANS + 1 SER DIL + 2 AGULHAS + 2 TOALHAS",H1C3 - HORMÔNIOS DE LIBERAÇÃO ANTIGONADOTROFINA,Novo,Regulado,"206,01","206,01","234,10","248,20","248,20",,"249,71","249,71","251,23","251,23",,"257,51",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha(*)
2021,ACETATO DE CIPROTERONA,18.459.628/0001-15,BAYER S.A.,538912050012813,1705600660037,7891106907460,7891106907484,7891106913904,ANDROCUR,50 MG COM CT BL AL PLAS TRANS X 20,L2B2 - HORMÔNIOS ANTIANDROGÊNICOS CITOSTÁTICOS,Novo,Regulado,"117,14","117,14","133,11","141,13","141,13",,"141,99","141,99","142,85","142,85",,"146,43",,,Não,Sim,Sim,Não,,Positiva,,Sim,Tarja Vermelha(*)
2021,ACETATO DE CIPROTERONA,18.459.628/0001-15,BAYER S.A.,538912050012913,1705600660061,7891106907491,7891106913898,    -     ,ANDROCUR,100 MG COM CT BL AL PLAS TRANS X 20,L2B2 - HORMÔNIOS ANTIANDROGÊNICOS CITOSTÁTICOS,Novo,Regulado,"220,57","220,57","250,65","265,75","265,75",,"267,36","267,36","268,99","268,99",,"275,71",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha(*)
2021,ACETATO DE CIPROTERONA;ETINILESTRADIOL,18.459.628/0001-15,BAYER S.A.,538912080018214,1705600720013,7891106905916,7891106913966,    -     ,DIANE 35,"2 MG + 0,035 MG DRG CT BL CALEND AL PLAS INC X 21",G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,Novo,Regulado,"19,97","19,97","22,69","24,06","24,06",,"24,21","24,21","24,35","24,35",,"24,96",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja  Vermelha
2021,ACETATO DE CIPROTERONA;ETINILESTRADIOL,18.459.628/0001-15,BAYER S.A.,538912080018304,1705600720021,7891106906944,7891106913959,    -     ,DIANE 35,"2 MG + 0,035 MG DRG CT BL CALEND AL PLAS INC X 63",G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,Novo,Regulado,"42,56","42,56","48,36","51,28","51,28",,"51,59","51,59","51,90","51,90",,"53,20",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja  Vermelha
2021,ACETATO DE CLORMADINONA;ETINILESTRADIOL,10.555.143/0001-13,GRÜNENTHAL DO BRASIL FARMACÊUTICA LTDA.,542817040001507,1861000070015,7898582380268,    -     ,    -     ,BELARINA,"2 MG + 0,02 MG COM REV CT BL CALEND AL PLAS TRANS X 24 + 4 PLACEBO",G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,Novo,Regulado,"31,75","31,75","36,08","38,25","38,25",,"38,48","38,48","38,72","38,72",,"39,69",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha(*)
2021,ACETATO DE CLORMADINONA;ETINILESTRADIOL,10.555.143/0001-13,GRÜNENTHAL DO BRASIL FARMACÊUTICA LTDA.,542820010005707,1861000070023,7898582382057,    -     ,    -     ,BELARINA,"2 MG + 0,02 MG COM REV CT BL CALEND AL PLAS TRANS X 72 + 12 PLACEBO",G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,Novo,Regulado,"95,25","95,25","108,24","114,76","114,76",,"115,45","115,45","116,16","116,16",,"119,06",,,Não,Não,Não,Não,,Positiva,,Não,Tarja Vermelha(*)
2021,ACETATO DE CLORMADINONA;ETINILESTRADIOL,10.555.143/0001-13,GRÜNENTHAL DO BRASIL FARMACÊUTICA LTDA.,542813120000018,1861000010012,7898582380183,    -     ,    -     ,BELARA,"2 MG + 0,03 MG COM REV CT BL CALEND AL PLAS TRANS X 21",G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,Novo,Regulado,"31,75","31,75","36,08","38,25","38,25",,"38,48","38,48","38,72","38,72",,"39,69",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha(*)
2021,ACETATO DE CLORMADINONA;ETINILESTRADIOL,10.555.143/0001-13,GRÜNENTHAL DO BRASIL FARMACÊUTICA LTDA.,542820010005607,1861000010039,7898582380275,    -     ,    -     ,BELARA,"2 MG + 0,03 MG COM REV CT BL CALEND AL PLAS TRANS X 63",G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,Novo,Regulado,"95,25","95,25","108,24","114,76","114,76",,"115,45","115,45","116,16","116,16",,"119,06",,,Não,Não,Não,Não,,Positiva,,Não,Tarja Vermelha(*)
2021,ACETATO DE CLORMADINONA;ETINILESTRADIOL,10.555.143/0001-13,GRÜNENTHAL DO BRASIL FARMACÊUTICA LTDA.,542817070001603,1861000010063,7898582380527,    -     ,    -     ,BELARA,"2 MG + 0,03 MG COM REV CT BL CALEND AL PLAS TRANS X 21 + 7 PLACEBOS",G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,Novo,Regulado,"31,75","31,75","36,08","38,25","38,25",,"38,48","38,48","38,72","38,72",,"39,69",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha(*)
2021,ACETATO DE CLORMADINONA;ETINILESTRADIOL,10.555.143/0001-13,GRÜNENTHAL DO BRASIL FARMACÊUTICA LTDA.,542820050007107,1861000010098,7898582382064,    -     ,    -     ,BELARA,"2 MG + 0,03 MG COM REV CT BL CALEND AL PLAS TRANS X 63 + 21 PLACEBOS",G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,Novo,Regulado,"95,25","95,25","108,24","114,76","114,76",,"115,45","115,45","116,16","116,16",,"119,06",,,Não,Não,Não,Não,,Positiva,,Não,Tarja Vermelha(*)
2021,ACETATO DE DEGARELIX,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521416070006103,1287600170032,7896165600918,    -     ,    -     ,FIRMAGON,"80 MG PO LIOF SOL INJ SC CT FA VD TRANS + DIL SER PRENC VD TRANS X 4,2 ML + ADAPT + AGU",L2B9 - OUTROS CITOSTÁTICOS ANTAGONISTAS HORMONAIS,Novo,Regulado,"466,95","466,95","530,63","562,59","562,59",,"566,00","566,00","569,45","569,45",,"583,69",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha(*)
2021,ACETATO DE DEGARELIX,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521416070006203,1287600170040,7896165600925,    -     ,    -     ,FIRMAGON,120 MG PO LIOF SOL INJ SC CT 2 FA VD TRANS + 2 DIL SER PRENC VD TRANS X 3 ML + 2 ADAPT + 2 AGU,L2B9 - OUTROS CITOSTÁTICOS ANTAGONISTAS HORMONAIS,Novo,Regulado,"850,07","850,07","965,99","1024,18","1024,18",,"1030,39","1030,39","1036,67","1036,67",,"1062,59",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha(*)
2021,ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400201113315,1287600150015,7896165600048,    -     ,    -     ,DDAVP,"0,1 MG COM CT FR PLAS OPC X 30",H4D - HORMÔNIOS ANTIDIURÉTICOS,Novo,Regulado,"138,73","138,73","157,65","167,14","167,14",,"168,16","168,16","169,18","169,18",,"173,41",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha(*)
2021,ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400204112311,1287600150023,7896165600055,    -     ,    -     ,DDAVP,"0,2 MG COM CT FR PLAS OPC X 30",H4D - HORMÔNIOS ANTIDIURÉTICOS,Novo,Regulado,"138,73","138,73","157,65","167,14","167,14",,"168,16","168,16","169,18","169,18",,"173,41",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha(*)
2021,ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400203175318,1287600150031,7896165600017,    -     ,    -     ,DDAVP,"0,1MG/ML SOL NAS CT FR VD AMB 2,5ML + 2 TUB",H4D - HORMÔNIOS ANTIDIURÉTICOS,Novo,Regulado,"190,37","190,37","216,33","229,36","229,36",,"230,75","230,75","232,16","232,16",,"237,96",,,Não,Sim,Sim,Não,,Positiva,,Sim,Tarja Vermelha(*)
2021,ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400205151319,1287600150041,7896165600062,    -     ,    -     ,DDAVP,4 MCG/ML SOL INJ CT 10 AMP VD TRANS X 1 ML,H4D - HORMÔNIOS ANTIDIURÉTICOS,Novo,Regulado,"205,78","205,78","233,84","247,93","247,93",,"249,43","249,43","250,95","250,95",,"257,23",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha(*)
